2003-01,83488
2003-02,84325
2003-03,84820
2003-04,85958
2003-05,85019
2003-06,84601
2003-07,83902
2003-08,84041
2003-09,83860
2003-10,86011
2003-11,86766
2003-12,87249
2004-01,85492
2004-02,86187
2004-03,87363
2004-04,87823
2004-05,87483
2004-06,87576
2004-07,84481
2004-08,84700
2004-09,84000
2004-10,85883
2004-11,86365
2004-12,86639
2005-01,86164
2005-02,86902
2005-03,87928
2005-04,90809
2005-05,89644
2005-06,89685
2005-07,88039
2005-08,88124
2005-09,66551
2005-10,69491
2005-11,74467
2005-12,75840
2006-01,75290
2006-02,77244
2006-03,79102
2006-04,78882
2006-05,79622
2006-06,80746
2006-07,80369
2006-08,82287
2006-09,82511
2006-10,82438
2006-11,83030
2006-12,83750
